track_name,artist,album,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Catedral,Francisca Valenzuela,Tajo Abierto,2nxvYQTrFZC43UhQkrPVMu,0.33,0.505,0.786,4,-4.795,1,0.0382,0.00144,0.0109,0.656,0.395,101.981,269532,3
Hasta la Verdad,Javiera Mena,Mena,7wQvGI0yfSuZfW1jHWxAWG,0.36,0.658,0.777,1,-6.69,1,0.0283,0.0293,0.00143,0.0541,0.92,105.009,292800,4
New Friends,Teeers,After The After,7cw2yeC9wWZSuWwBjPTfwe,0.24,0.751,0.642,1,-8.569,1,0.061,0.077,0.0368,0.0851,0.732,119.958,236773,4
"No, No",Joe Bel,Dreams,1KTJ2NhPCz0E7u5UFKhwbe,0.38,0.59,0.561,7,-10.693,0,0.0431,0.598,1.51e-06,0.0807,0.686,179.918,216317,4
Flowers,Emilie Simon,Emilie Simon,49I6v8X4Jx4E9d32Np81Hw,0.22,0.611,0.6,4,-8.499,1,0.0663,0.0991,0.000962,0.157,0.157,125.016,153093,4
A.R.P.,Ela Minus,Adapt.,3M9NaMfuSjXWD9lmgWc4Hd,0.24,0.746,0.251,4,-18.641,0,0.115,0.279,0.834,0.109,0.494,89.947,187729,4
Bien certain,Ezéchiel Pailhès,Bien certain,129UeQ1i6JomlrhsaxxPGM,0.19,0.717,0.676,0,-11.411,0,0.0445,0.654,0.807,0.143,0.311,120.013,203867,4
Apprivoisé,Calypso Valois,Cannibale,0l7NfGdG03ouoCNegeAnML,0.2,0.654,0.671,11,-6.646,0,0.0311,0.00637,0.000611,0.0778,0.776,94.974,209827,4
Aquarius / Let the Sunshine In,Philippe Cohen Solal,Aquarius / Let the Sunshine In,2jTi5H14gX5e6bUv50AkpN,0.18,0.495,0.658,1,-7.02,1,0.191,0.0493,3.54e-05,0.145,0.476,93.972,363140,4
Who Will Follow Angelinia?,Philippe Cohen Solal,Who Will Follow Angelinia?,5UQKkgZH39RzNhGNSQYhBW,0.23,0.303,0.52,0,-8.855,1,0.0445,0.299,0.000723,0.312,0.38,129.935,293008,4
Volver,Rubio,Mango Negro,52wCmeGkrSqYhdV5afHPb5,0.27,0.769,0.451,4,-8.517,0,0.0458,0.0636,0.711,0.0896,0.777,123.002,208096,4
Here,Christine and the Queens,Chaleur Humaine (Deluxe Edition),67eprg8ikEnK50ZZ8jaRjo,0.21,0.53,0.44,9,-7.931,0,0.0316,0.549,0.000516,0.201,0.196,100.008,267072,4
Intento,CLUBZ,Texturas,6uDsmg5fQMVXK0PJnfWCt0,0.26,0.46,0.97,0,-6.067,0,0.0566,1.06e-05,0.812,0.0825,0.931,152.947,155792,4
Hola,Miranda!,El Templo del Pop,44VMlxF11vunGKjgAT4YYq,0.38,0.902,0.785,7,-6.472,1,0.0372,0.135,0.0349,0.0337,0.962,121.03,185213,4
Amanece Junto a Mi,Miranda!,El Disco de Tu Corazón,1crW4hQljIIZ8WCycO5lEh,0.39,0.613,0.957,7,-4.824,1,0.0552,0.0215,0.00181,0.204,0.728,179.96,187947,4
Mujer Modelo,Francisca Valenzuela,Buen Soldado,6VTUqLgCrYTNezsuwjHQLb,0.4,0.765,0.658,6,-4.368,0,0.0499,0.492,4.21e-06,0.113,0.838,124.045,193333,4
El Profe,Miranda!,Sin Restricciones,7xxx9hra9l4PAZcKDak95s,0.38,0.799,0.84,6,-3.37,1,0.241,0.0645,0.000517,0.0363,0.973,170.985,176933,4
Despertaré,Fuel Fandango,Origen,44nnqFl1hYhdhI7cUujS4j,0.4,0.669,0.819,7,-5.104,1,0.0482,0.0871,0.00293,0.105,0.257,118.046,191133,4
Alentour de lune - Pierre Vassiliu Cover,La Féline,Alentour de lune,3QdmeKaq39EXORtwbljcHA,0.21,0.607,0.531,0,-8.953,0,0.0288,0.0331,0.0248,0.108,0.169,81.875,255679,4
Robot Oeuf (Uffie),Uffie,ED REC Vol.3,6fMF50ovIELg5ua8VYUzHn,0.18,0.692,0.85,6,-7.971,1,0.0438,0.129,0.0755,0.288,0.845,126.296,211320,4
Ce jeu,Yelle,Ce Jeu,0uTUZeLh4IIWav7rsdd47X,0.15,0.881,0.666,6,-5.724,1,0.0381,0.0725,0.0,0.0998,0.711,108.325,222600,4
Héroe,Francisca Valenzuela,La Fortaleza,5BPUPzL2uiuKgPWoIwYgae,0.38,0.837,0.722,10,-5.384,0,0.047,0.0225,4.27e-06,0.33,0.838,100.09,206227,4
Cha-cha,Mou,Bijoux d'amour,3RzSxRoy8p0IvFe3gt6C0S,0.28,0.683,0.549,0,-6.478,0,0.0424,0.198,0.0,0.0829,0.832,131.976,168182,4
Mexicali - Manfredas Remix,Polo & Pan,Mexicali (Remixes),2Cj4nUWuBcQp17ltwTiMsr,0.26,0.848,0.697,1,-9.302,1,0.0441,0.0843,0.248,0.0617,0.298,114.002,324569,4
Waiting,Isaac Delusion,Midnight Sun,7vR7MijK3NTKsXGbQ7lIn7,0.27,0.502,0.866,11,-6.939,0,0.0442,0.524,0.575,0.317,0.324,175.008,289773,4
Medina,The Pirouettes,Monopolis,4SMv9yhKRA8qlQxObjNxMr,0.29,0.829,0.488,9,-7.797,0,0.0591,0.237,7.37e-05,0.123,0.586,100.0,247880,4
Irresponsables - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),17ZUhkTEK46wyeWm4A71Ja,0.48,0.403,0.948,9,-5.459,0,0.0584,0.102,8.9e-05,0.774,0.687,187.97,163187,4
Zumba / Yoli / Viva Satana / La Roncha - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),0rxQNgeDU9WAx69m3Cxp9L,0.42,0.346,0.786,2,-6.983,1,0.0443,0.451,9.33e-05,0.746,0.35,153.052,368720,4
Aduana de Palabras,Babasónicos,Romantisísmico,5T1jIyeY7953QsRW4ulhoP,0.42,0.738,0.726,4,-6.967,1,0.0268,0.219,0.00251,0.0965,0.541,123.985,230000,4
No Pero No,Miranda!,Magistral,7CmnQ7t77Ks5b9V4ZeYBrU,0.39,0.785,0.403,4,-6.75,1,0.0395,0.00752,0.0,0.132,0.797,109.067,201354,4
Imán,Miranda!,El Templo del Pop,5RYfFPKTR2TkAgckapjwT8,0.37,0.455,0.483,4,-7.495,0,0.0644,0.0992,0.0,0.182,0.373,120.018,258573,3
Tu Juego,Miranda!,Es Mentira,5HmEVQ0q6wXDDOaBjTNcBL,0.42,0.788,0.828,0,-4.359,1,0.0425,0.037,2.1e-05,0.12,0.932,122.996,243800,4
El Agente,Miranda!,Sin Restricciones,40et7qQsExZbORdbXtR034,0.41,0.71,0.877,2,-4.921,1,0.0628,0.111,1.78e-06,0.0607,0.85,91.994,167293,4
Cámara Lenta,Javiera Mena,Esquemas Juveniles,4U81c3umCx8ZkvLqmU4Wtw,0.37,0.502,0.536,11,-10.136,1,0.0258,0.504,0.259,0.148,0.458,86.591,326707,4
L'Accident,Juliette Armanet,Petite Amie (Edition Délice),3V0LK1LensyAbeGfKbOWDf,0.33,0.545,0.191,9,-15.699,0,0.0382,0.968,0.000481,0.256,0.176,124.438,172053,4
162,Emilie Simon,162,69ljksS4sjCNyRteqn8jZm,0.26,0.595,0.639,9,-7.935,0,0.0237,0.00324,0.734,0.187,0.314,104.0,219969,4
Driving On My Own,Teeers,Driving On My Own,622Jz1eaOJEMzl6FyvQCl7,0.31,0.682,0.731,6,-6.126,0,0.0318,0.0508,9.85e-06,0.0986,0.833,114.106,195027,4
Ivory - Please,Joe Bel,Dreams,2cilalW3NgYLIKkg9EBqmF,0.31,0.572,0.321,10,-12.523,1,0.0416,0.814,0.00247,0.116,0.504,81.493,228508,4
Pa'ti,Bomba Estéreo,Blow Up,6QDGBi4zkoB2kYuiDbbYoj,0.12,0.707,0.765,0,-6.851,1,0.0439,0.0344,0.000348,0.0635,0.768,94.974,222147,4
Fuego - Maga Bo Remix,Bomba Estéreo,Mantenlo Prendido (Fuego Remixes),42BemGVdQVEAh2T0KAPRoM,0.3,0.708,0.881,6,-7.298,0,0.0591,0.0153,0.0843,0.136,0.439,103.966,260290,4
Esquemas Juveniles,Javiera Mena,Esquemas Juveniles,572uC924WbnO4ABB2r1Edc,0.38,0.533,0.461,7,-11.589,1,0.024,0.705,0.796,0.0926,0.573,83.573,214254,4
Héroe,Francisca Valenzuela,Héroe,2QE7T9kEPBpxWQYvObY8cl,0.42,0.826,0.721,10,-5.455,0,0.0493,0.0228,7.07e-06,0.222,0.843,99.986,210360,4
Supernova (L'Impératrice Remix),Isaac Delusion,Supernova (L'Impératrice Remix) - Single,2aVGwWrQAWPlxdcuCVPBEw,0.26,0.905,0.439,0,-12.906,0,0.0461,0.124,0.243,0.145,0.721,120.005,209467,4
Ugly-Pretty,Christine and the Queens,Chaleur Humaine (Deluxe Edition),4pGpTo4lL5ZHXLV45RfwJH,0.2,0.792,0.563,11,-11.407,0,0.0372,0.0477,0.151,0.0875,0.818,120.013,205520,4
Marginado,Cocó Cecé,Marginado,0DRqAaqeBsDh8m7RyVsckz,0.34,0.455,0.671,5,-6.289,1,0.0284,0.288,0.0,0.101,0.47,111.485,204660,4
Pendejo,Babasónicos,Jessico,60GX3BzwD0n4RlntDDsnxO,0.41,0.429,0.898,9,-4.169,1,0.0865,0.0278,0.0094,0.0383,0.324,117.772,197399,4
Muñeco / Deléctrico - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),3WnBlq8F3XVl1BRf16EeGy,0.42,0.703,0.762,0,-6.823,1,0.0321,0.322,0.0,0.627,0.56,117.981,242080,4
Teóricos,Babasónicos,Discutible,5vZnzndimesby1tYdDUKsM,0.42,0.688,0.818,11,-4.396,1,0.0322,0.00547,0.000277,0.0696,0.911,118.026,282707,4
Au feu - Banjo Mix,Delphine Volange,Au feu,63DDqvQxfN5JrfOS5ehXT3,0.13,0.63,0.339,11,-10.394,0,0.0366,0.878,0.00532,0.106,0.566,82.556,176957,4
Ingenuous,Antena,Camino Del Sol,6LZP3UCR3yFKH7yVCx4U0I,0.16,0.572,0.556,1,-12.017,0,0.041,0.0592,0.702,0.111,0.859,143.708,155867,4
Cretino,Babasónicos,Discutible,7cZXR7MmUEtIE5FqNV9Cl2,0.42,0.638,0.907,9,-3.286,1,0.0427,0.0108,6e-06,0.209,0.649,135.917,181947,4
Sol de Invierno,Javiera Mena,Esquemas Juveniles,7F01A0iUZOuMyuGQcmIaYS,0.4,0.538,0.644,9,-7.652,1,0.0298,0.375,0.0286,0.111,0.467,180.05,264507,4
megapunk,Ela Minus,el cielo no es de nadie,2Hwn2OWH00ISgc75S7w5Tm,0.27,0.721,0.492,8,-10.032,1,0.04,0.0137,0.966,0.135,0.691,132.004,192483,4
No Lo Digas,Miranda!,Miranda Es Imposible!,08mxAabIYCxzdXvxyHXlEa,0.39,0.599,0.64,4,-5.186,1,0.0313,0.0643,0.000945,0.0783,0.395,125.949,218453,4
Vuelve a Ti,Miranda!,Sin Restricciones,7nU7KjdUCdqIOyG9K8S75o,0.4,0.775,0.791,6,-4.764,0,0.037,0.176,0.0259,0.127,0.867,104.991,178107,4
Ego,Uffie,Ego,5CWFqSSeXlZOsSxN8P0x3a,0.16,0.413,0.64,9,-6.074,1,0.0682,0.145,0.0,0.294,0.5,95.966,280866,4
Our Song,Uffie,Sex Dreams And Denim Jeans,6hh6h4afnqjDUEKtTIu7k1,0.16,0.726,0.671,6,-5.091,0,0.0404,0.0497,0.0,0.479,0.738,91.958,198973,4
A River,Fhin,A Crack in the Eyes,7ofyUKAtandGP6zRVddx7G,0.2,0.549,0.461,0,-10.791,0,0.0358,0.0146,0.55,0.0985,0.21,139.915,210520,4
La piscine (Lewis OfMan Remix),Hypnolove,La piscine - EP,2lvDCrZYLQ9rfnKoc02dkq,0.2,0.647,0.817,6,-6.52,0,0.0504,0.148,0.858,0.324,0.575,120.033,238293,4
Hipnotizada,Pedropiedra,Hipnotizada,6PxU96gHjaio6J66NL0GEF,0.3,0.78,0.837,4,-4.266,0,0.0407,0.105,0.0,0.12,0.935,101.021,214128,4
Mexicali - Coco Planktos Remix,Polo & Pan,Mexicali (Remixes),3siol5Xvxq5VFQnuYCPtCW,0.21,0.766,0.46,8,-8.701,1,0.0467,0.00412,0.209,0.299,0.385,100.026,284486,4
tell me how,Isaac Delusion,uplifters,12Aq0P4ajetriZeNZj7Wah,0.29,0.716,0.384,1,-9.988,1,0.0396,0.628,0.00397,0.121,0.448,123.054,231520,4
Medina (feat. Estrella Morente),Fuel Fandango,Aurora,4ph310XGt1W14dvD2wXGYv,0.36,0.664,0.559,9,-10.017,0,0.0401,0.635,0.134,0.0986,0.225,119.95,296053,4
El Bosque (feat. Denise Rosenthal),Fuel Fandango,El Bosque (feat. Denise Rosenthal),0EiUUq1jHdNG8qyq0A6K7j,0.45,0.664,0.743,5,-5.911,0,0.041,0.189,0.0,0.0701,0.52,117.948,186996,4
Orfeo,Babasónicos,Discutible,59XAQApPDhjfQJo3OCfX8M,0.41,0.628,0.823,11,-4.756,0,0.0289,7.41e-05,6.57e-05,0.325,0.824,131.938,245493,4
Trans-Algo,Babasónicos,Discutible,10P4XH3RgfNciWKxycGZLK,0.43,0.576,0.691,7,-4.794,1,0.0263,0.0383,0.0,0.167,0.334,121.974,242947,4
Petite Amie,Juliette Armanet,Petite Amie (Edition Délice),5YuHvuQxBcgK0cCOf9piB9,0.31,0.705,0.521,0,-6.907,1,0.0376,0.547,2.99e-06,0.19,0.693,146.011,192627,4
Quiero Que Quieras Saber de Mi,Francisco Victoria,Prenda,3GyjSaRlEXOV1FGKBIrlp4,0.33,0.848,0.544,5,-10.29,0,0.0412,0.0262,0.00145,0.115,0.732,122.024,218733,4
Que Es Lo Que Realmente Importa,Rubio,Mango Negro,4deUc0QyyntkRk63VoVaAu,0.28,0.647,0.564,6,-9.413,0,0.0393,0.422,0.197,0.137,0.567,120.021,218332,4
Nudo,Rubio,Mango Negro,5b5tle4kRgZuhHj0p0WLB7,0.28,0.723,0.329,7,-11.746,1,0.046,0.822,0.389,0.0914,0.0837,120.083,265006,3
Racatin,Populous,Azulejos,6JhfefBki1JcRfp5OUxKL0,0.22,0.768,0.768,1,-8.141,1,0.0503,0.00506,0.853,0.109,0.0447,118.002,217028,4
Sé Mía,Miranda!,Safari,5p78JoW7jO9Xrweopphiw0,0.39,0.508,0.68,5,-5.181,1,0.0274,0.00112,0.0225,0.134,0.679,168.04,186631,4
Cuequita del Corazón,Francisca Valenzuela,Tajo Abierto,1bfk6Iii24pJAYwgUYDiHJ,0.36,0.688,0.377,2,-6.9,1,0.0309,0.355,0.0,0.0886,0.575,82.501,250586,4
Voces,Miranda!,El Disco de Tu Corazón,50SUT8EZHYuo2lZtkajZkJ,0.39,0.556,0.297,0,-8.256,1,0.0288,0.761,1.69e-06,0.123,0.625,151.547,160533,3
Espejo,Javiera Mena,Espejo,0SibPl0V9rpSmaqx4mXzmV,0.31,0.656,0.811,1,-5.411,0,0.0305,0.125,0.00728,0.164,0.501,122.967,224133,4
Quiero Vivir a Tu Lado,Miranda!,Quiero Vivir a Tu Lado,6sVs2XaexRTV07ZQaRIuud,0.4,0.651,0.848,2,-4.843,1,0.0289,0.00963,2.15e-05,0.224,0.662,133.036,195120,4
Sexe d'un garçon,Clea Vincent,Nuits sans sommeil,46sIB8ka615sWr7kfW3ARi,0.22,0.818,0.613,11,-8.627,0,0.041,0.0664,0.000208,0.189,0.833,120.973,234947,4
Jmy attendais pas,Clea Vincent,Jmy attendais pas,5pmnqg934jFTpjlYZ0zJtR,0.22,0.766,0.687,6,-7.626,0,0.0401,0.314,0.000197,0.0988,0.637,120.068,245293,4
Perdue Dans Tes Bras,Emilie Simon,Mue,742rPg3051DJxlQCY3En3r,0.1,0.51,0.748,2,-6.124,0,0.0326,0.201,7.13e-06,0.168,0.398,78.007,258293,4
Sous les étoiles,Emilie Simon,Franky Knight,3EUvWq5RIrFsHxucvOkeKK,0.13,0.637,0.275,0,-14.416,1,0.0507,0.313,6.35e-06,0.351,0.151,118.697,199333,3
Always Now - Extented Version,Emilie Simon,The Jesus Rolls (Original Score),0sZD7UeuJaNcvNDhJsL3Ns,0.14,0.498,0.798,7,-5.95,0,0.0428,0.0387,0.118,0.313,0.248,180.124,204479,4
Amar en Silencio,Pedropiedra,Aló!,2nArTS9sqS0zhKnmGe86yD,0.39,0.78,0.723,10,-7.884,1,0.0759,0.187,0.000676,0.0941,0.77,95.305,191663,4
These Blue Eyes,Napkey,Nectar,59UBT3dR7Kr9OWs6ReQjF8,0.29,0.559,0.585,4,-9.308,0,0.0427,0.662,0.0338,0.44,0.131,120.0,300585,4
Complètement fou (Commentary),Yelle,Complètement Fou Commentary,5jAhpWu7yJoDi5e7zLCjrV,0.15,0.677,0.315,0,-10.29,1,0.778,0.864,2.82e-06,0.16,0.772,123.513,62000,3
Natural - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),3slVKcn9grcylK1kdkeEHK,0.42,0.469,0.811,11,-6.692,0,0.0362,0.548,0.000199,0.961,0.388,137.974,240533,4
Camarín,Babasónicos,Jessico,6I273Xd7yB2qRCoHTpvaAa,0.41,0.344,0.715,2,-4.325,1,0.0323,0.0242,0.0,0.0763,0.433,128.464,320998,4
Adiós en Pompeya,Babasónicos,Discutible,3jT0zBtM0QU0KvG3SVRvrf,0.42,0.435,0.636,10,-5.076,1,0.0273,0.0282,9.45e-06,0.282,0.392,145.675,257893,4
Bestia Pequeña - Recorded at Spotify Studios NYC,Babasónicos,Spotify Singles,0PLVHnNpWuBDAEgQYibr45,0.4,0.679,0.509,9,-9.113,0,0.0296,0.192,1.15e-05,0.104,0.622,92.961,181440,4
Capricho - [Blank],Babasónicos,Anoche,2k06dvxgkg3zgnF0yc5Sj5,0.28,0.689,0.679,4,-7.217,1,0.0288,0.383,9.99e-06,0.193,0.674,111.041,158320,4
Occidental,Pedropiedra,Cripta y Vida,59ooPW07maVz9LvTroS4De,0.36,0.762,0.526,4,-7.486,1,0.0326,0.522,0.00012,0.229,0.619,90.021,227920,4
Volver,Rubio,La Pérdida,38Ai1FG4gPWmftfgXmDRfJ,0.26,0.763,0.461,11,-8.267,0,0.0444,0.0981,0.85,0.0908,0.704,123.021,208063,4
Give It Away,Uffie,Sex Dreams And Denim Jeans,3gsW5QDhIdpf1m7wASj35Z,0.15,0.854,0.633,7,-5.299,1,0.0397,0.679,0.014,0.0736,0.962,126.983,199960,4
Sex Dreams And Denim Jeans,Uffie,Sex Dreams And Denim Jeans,0ApPdsV6Haft2RLjGzj3CE,0.16,0.552,0.551,5,-4.503,1,0.0325,0.0327,0.0,0.139,0.186,131.015,156893,4
Hong Kong Garden,Uffie,Sex Dreams And Denim Jeans,2LUjEB5BAFGxwdRsA7MfwG,0.16,0.521,0.902,0,-3.584,1,0.296,0.00146,7.9e-05,0.335,0.378,146.803,139667,4
On the Boat,Antena,Camino Del Sol,7bziTELlU9rxPfRaEVn8y5,0.14,0.781,0.572,11,-10.092,1,0.0826,0.0338,0.203,0.051,0.739,119.092,180813,4
So Hard,Clément Froissart,Amour armure,0InIERTX1rjTSDChBzF036,0.21,0.726,0.584,5,-6.71,0,0.04,0.0125,0.615,0.0751,0.95,115.002,184573,4
Dancing queen,Philippe Cohen Solal,The Moonshine Sessions,0KgCuvRYpP2tbKLKNtYdXH,0.29,0.642,0.287,6,-12.333,1,0.0359,0.925,4.55e-06,0.231,0.375,121.771,220293,4
Sublimons,Delphine Volange,...Et de Delphine Volange le ciel était toujours sans nouvelles,2sDzVHn5z9BMKScUCowa4U,0.14,0.664,0.361,2,-8.397,1,0.0396,0.655,0.00639,0.111,0.403,106.157,201093,4
Disparition totale et définitive,Ravages,Disparition totale et définitive,4CpDr8YG0bEb1W8h6DQIRI,0.17,0.638,0.549,0,-12.211,1,0.0823,0.0135,0.00235,0.206,0.513,104.992,339569,4
Wake Up,Charlie Boisseau,La légende du Roi Arthur (Deluxe Version),2x4hYBSpmuOEVLLvJWUBSR,0.28,0.635,0.539,4,-7.923,0,0.0292,0.2,0.0,0.155,0.685,94.654,171627,4
Vete de Aquí,Miranda!,El Disco de Tu Corazón,7srCpmtyTfe5Z08sPvNAQa,0.35,0.734,0.789,5,-5.365,1,0.0331,0.0779,4.8e-05,0.0847,0.709,124.029,191547,4
Que Me Tome la Noche,Javiera Mena,Otra Era,5GexqeKuKnDtCP0PQzR2J6,0.33,0.713,0.913,0,-3.399,0,0.0416,0.00673,6.14e-06,0.103,0.964,134.981,208283,4
Uno los Dos,Miranda!,El Templo del Pop,72NUkiJYv1OieX6NXEoaFF,0.38,0.773,0.419,11,-7.688,1,0.0479,0.503,5.07e-06,0.171,0.187,123.928,222827,3
Azulejos,Populous,Azulejos,6mJCCIhSYMII6az06fsr0m,0.24,0.943,0.442,10,-9.729,0,0.097,0.429,0.708,0.141,0.271,128.044,208093,4
Tilted,Christine and the Queens,Saint Claude,57hA1HODRZmJellrRCAgJo,0.08,0.872,0.361,7,-9.88,1,0.0609,0.283,0.00262,0.108,0.489,100.001,233247,4
Compañera,Rubio,Mango Negro,2Lo9XedPnZ5odYnpCB5k2A,0.27,0.721,0.594,7,-8.199,0,0.0352,0.145,0.724,0.112,0.395,117.998,230012,4
La Especie,Rubio,Mango Negro,65wNPoPxLaFHt85zuAb0xB,0.28,0.748,0.705,2,-9.609,1,0.0418,0.25,0.449,0.26,0.141,123.018,358775,4
La Llamada,Rubio,Pez,5cZurUVyS7NOUV9n16ILCt,0.18,0.64,0.581,2,-7.44,1,0.0249,0.0509,0.113,0.167,0.08,96.991,223318,4
Mexicali - Pilooski Remix,Polo & Pan,Mexicali (Remixes),6igfN4JSpw1T7j7Ov6h11F,0.21,0.699,0.773,0,-8.16,0,0.0453,0.0475,0.741,0.167,0.798,120.003,357143,4
Chanter sous les cocotiers,The Pirouettes,L'importance des autres,3zUgQTU3N6hUcZ0Q22WQNd,0.27,0.74,0.648,9,-4.964,0,0.0866,0.396,0.0279,0.0725,0.96,176.05,261845,4
Rebeldes,Alex Anwandter,Rebeldes,7plc4FFN1kqQSW1CvTem48,0.38,0.592,0.75,10,-5.793,1,0.035,0.015,7.27e-05,0.118,0.737,150.991,206107,4
Palmeras,CLUBZ,Palmeras,3snqCXJ4gGJ0vVxsqPOcyC,0.27,0.724,0.652,9,-8.295,0,0.0568,0.0486,0.645,0.104,0.943,123.999,235205,4
Siento,Usted Señalemelo,II,34B6ugTIaMc30UTou2c171,0.44,0.373,0.63,7,-6.825,0,0.0445,0.0583,0.0116,0.0744,0.313,135.997,256820,3
Partícula,Babasónicos,Discutible,0DiIIEstbNXB8aw8oUAdfr,0.42,0.647,0.561,2,-7.758,1,0.0328,0.0225,0.000106,0.106,0.33,141.926,195627,4
Fan de Scorpions,Babasónicos,Infame,63CNWkjnSpHpNGHEjzYYwZ,0.4,0.554,0.772,7,-7.366,1,0.0327,0.539,0.537,0.114,0.619,129.955,134972,4
Run Run,Babasónicos,Romantisísmico,3TB0Y2ne2fkcWzZCtdsNFW,0.42,0.65,0.69,7,-5.56,1,0.0289,0.00527,0.0651,0.321,0.581,130.0,244653,4
Cosita Rica - Live,Bomba Estéreo,Live In Dublin,5eedRngCgY6nn0arJe2woJ,0.11,0.644,0.801,1,-7.945,0,0.0534,0.707,0.303,0.215,0.489,91.603,322320,4
Après le soleil,Clea Vincent,Retiens mon désir,0d2nG1HYvFxrckJFfdAtP4,0.17,0.659,0.513,9,-8.569,0,0.037,0.31,0.222,0.108,0.159,123.082,168107,4
Electricité,Clea Vincent,Retiens mon désir,1iyEZGuXtsQKougmp9XJaQ,0.19,0.817,0.556,8,-6.968,0,0.064,0.288,8.16e-06,0.119,0.763,110.504,185013,4
Bahia,Clea Vincent,Bahia,18HYNYZAY4Ev0A41zU7g2B,0.28,0.63,0.634,5,-11.982,1,0.0344,0.488,0.348,0.0486,0.444,94.869,200907,4
Dentro de ti,Javiera Mena,Espejo,1OBD6ZyBF8oYm4PRHt42zv,0.36,0.72,0.824,6,-4.887,1,0.0275,0.0259,2.74e-05,0.309,0.572,101.0,218600,4
Ce jeu,Yelle,Pop Up - De Luxe,2yADwriQm5hTHjIxjW7lIo,0.17,0.881,0.666,6,-5.724,1,0.0381,0.0725,0.0,0.0998,0.711,108.325,222600,4
Desert,Emilie Simon,Feminissima,3nB8TksEEKUUuGD8Yf7NtW,0.19,0.728,0.317,11,-12.824,0,0.081,0.745,0.0771,0.0784,0.207,81.995,184080,4
Mars on Earth 2020,Emilie Simon,Mars on Earth 2020,1mQB9vDFiF22LdNMrj7zV5,0.19,0.444,0.656,5,-7.101,1,0.0298,0.0683,0.0282,0.207,0.165,151.896,227047,4
Saint Claude (Alternative Version),Christine and the Queens,Live from Spotify London,01BB5pO3A6W9lGA3Zp7VeV,0.22,0.511,0.451,8,-15.666,1,0.119,0.359,0.00429,0.69,0.416,99.824,225101,4
Here (feat. Booba),Christine and the Queens,Here (feat. Booba),0hZvqKjaWkjIWd9RrdqVK1,0.35,0.548,0.513,9,-7.016,0,0.0967,0.448,2.43e-06,0.143,0.348,100.017,270057,4
Saint Claude (Version Française),Christine and the Queens,Saint Claude,2TDbDK32aUzJVzIW9y94Lv,0.09,0.512,0.445,8,-11.402,1,0.0489,0.367,0.0262,0.103,0.172,99.145,239554,4
Keep On Waiting,Napkey,Walls - EP,5YL2WftieSma4FTSddwyUw,0.09,0.685,0.544,3,-9.148,0,0.0406,0.536,0.0294,0.0829,0.372,125.018,193640,4
Oro,Rubio,Mango Negro,1WMfV7Z5WjxnWmYXMzGIG4,0.27,0.683,0.281,2,-6.479,1,0.042,0.534,0.0329,0.362,0.204,129.962,169028,4
Ganas de Matar,La Prohibida,100k Años de Luz,0Xdl0jrz1SjC9888eNeHh4,0.33,0.673,0.815,8,-6.282,1,0.0276,0.000987,7.54e-05,0.152,0.687,127.982,198693,4
Flora y Fauno,Babasónicos,A Propósito,6jfdHtNfCeWb4xIhSj4Aai,0.37,0.517,0.612,4,-6.798,0,0.0277,0.449,0.0866,0.307,0.441,110.409,254680,4
Los Calientes,Babasónicos,Delivery 1 (Buenos Aires),2aU4QfW8gnEoIALnNOlWBp,0.37,0.668,0.693,7,-5.081,1,0.0285,0.0277,0.00188,0.0721,0.557,108.009,204143,4
Rubí - En Vivo,Babasónicos,Desde Adentro - Impuesto de Fe (En Vivo),6tP9u9uoAZNSq5Xek5wBUR,0.43,0.631,0.628,0,-7.494,1,0.0234,0.565,6.3e-06,0.962,0.389,98.041,230587,4
Suturno,Babasónicos,Infame,5t1vLfAHUps4EE4gHrGulu,0.4,0.716,0.792,0,-8.774,1,0.0324,0.179,0.0125,0.362,0.773,107.023,233839,4
Amar en Silencio,Pedropiedra,Amar en Silencio,1VzT9tQGhJIxfPo6ydPBiV,0.43,0.78,0.723,10,-7.884,1,0.0759,0.187,0.000676,0.0941,0.77,95.305,191663,4
Pop The Glock - Mirwais Pop Remix,Uffie,Sex Dreams And Denim Jeans,7GzXpLkU3ZpyCT30G5zWMA,0.15,0.882,0.494,0,-6.292,0,0.0455,0.322,0.0,0.0866,0.416,111.906,151051,4
Difficult,Uffie,Difficult,6gyjzukSZgk5QxQpxlgN7C,0.14,0.665,0.916,10,-2.442,0,0.0356,0.674,0.00159,0.154,0.819,146.081,175987,4
Palacio Mental,Fármacos,Estado de Gracia,3t6qcySxoslf4Ma6KRdrvJ,0.29,0.561,0.961,5,-5.201,0,0.0297,0.000494,0.351,0.136,0.492,122.004,351387,4
Lluvia Sobre el Mar,Pedropiedra,Ocho,3tNfqKefZWX1TkxODHuJZG,0.36,0.721,0.679,7,-6.515,1,0.0402,0.0124,0.00711,0.118,0.285,116.907,233467,4
